# Authoritative membership for the 10 gene sets displayed in Figure 3B-D.
# Direct rows use org.Mm.eg.db 3.20.0, keytype='GO' (not GOALL),
# Entrez/GO source date 2024-Sep20. The cell-cycle row is the recovered
# 94-gene mouse-symbol Tirosh 2016 S+G2/M set used in the analysis.
# One row per unique set-member gene; this table is the frozen input to
# compute_figure3_tables.py and removes annotation-release ambiguity.
#
panel,gene_set,category,go_id,annotation,canonical_fraction,source_release,gene
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Ckap5
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Cks1b
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Cks2
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Clspn
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Ctcf
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Dlgap5
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Dscc1
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Dtl
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,E2f8
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Ect2
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Exo1
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Fen1
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,G2e3
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Gas2l3
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Gins2
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Gmnn
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Gtse1
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Hells
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Hjurp
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Hmgb2
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Hmmr
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Kif11
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Kif20b
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Kif23
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Kif2c
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Lbr
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Mcm2
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Mcm4
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Mcm5
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Mcm6
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Mki67
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Msh2
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Nasp
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Ncapd2
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Ndc80
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Nek2
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Nuf2
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Nusap1
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Pcna
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Pola1
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Pold3
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Prim1
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Psrc1
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Rad51
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Rad51ap1
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Rangap1
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Rfc2
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Rpa2
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Rrm1
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Rrm2
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Slbp
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Smc4
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Tacc3
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Tipin
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Tmpo
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Top2a
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Tpx2
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Ttk
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Tubb4b
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Tyms
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Ube2c
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Ubr7
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Uhrf1
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Ung
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Usp1
D,Cell cycle (S and G2/M),Proliferation,curated (Tirosh 2016),curated,1.0,Tirosh 2016 S+G2/M; recovered mouse-symbol set,Wdr76
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Abl1
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Actl6a
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Actr5
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Actr8
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Adprs
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Alkbh1
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Alkbh3
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Apex1
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Apex2
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Aplf
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Ascc2
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Asf1a
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Atm
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Atr
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Atrip
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Atrx
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Bach1
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Bard1
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Bccip
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Blm
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Bod1l
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Brca1
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Brip1
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Cdc14b
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Cdc5l
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Cdk2
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Cdk7
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Cdk9
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Cenps
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Cenpx
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Cep164
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Cgas
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Chaf1a
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Chaf1b
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Chd1l
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Chek1
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Chrna4
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Cinp
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Clspn
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Cul4a
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Ddb1
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Ddb2
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Ddx11
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Dmap1
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Dntt
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Dot1l
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Dyrk1b
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Eepd1
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Eid3
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Emsy
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Endov
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Ep400
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Epc2
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Ercc1
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Ercc2
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Ercc3
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Ercc4
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Ercc5
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Ercc6
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Ercc6l
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Ercc6l2
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Etaa1
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Exosc10
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Eya2
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Eya4
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Fan1
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Fancd2
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Fanci
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Fancl
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Fbh1
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Fbxo6
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Fbxw7
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Fen1
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Fh1
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Fmr1
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Foxm1
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Fzr1
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Gtf2h1
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,H2ax
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Hdac10
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Hdac9
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Hdgfl2
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Herc2
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Hinfp
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Hltf
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Hpf1
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Hsf1
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Hspa1a
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Inip
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Ino80
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Ino80b
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Ino80c
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Ino80d
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Ints3
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Jmy
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Kat7
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Kif22
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Kin
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Kmt5b
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Kmt5c
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Lig1
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Lig4
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Macroh2a1
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Mbd4
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Mcrs1
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Mdc1
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Mgmt
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Mlh1
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Mms19
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Mnat1
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Morf4l2
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Mrnip
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Msh2
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Msh3
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Msh6
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Mus81
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Mutyh
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Nabp1
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Nabp2
D,DNA repair,DNA repair,GO:0006281,direct GO,0.62,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Neil1
