# Authoritative membership for the 10 gene sets displayed in Figure 3B-D.
# Direct rows use org.Mm.eg.db 3.20.0, keytype='GO' (not GOALL),
# Entrez/GO source date 2024-Sep20. The cell-cycle row is the recovered
# 94-gene mouse-symbol Tirosh 2016 S+G2/M set used in the analysis.
# One row per unique set-member gene; this table is the frozen input to
# compute_figure3_tables.py and removes annotation-release ambiguity.
#
panel,gene_set,category,go_id,annotation,canonical_fraction,source_release,gene
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Nuak1
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Olfm4
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Olr1
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Omd
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Omg
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pard3
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pard3b
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Parva
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Parvb
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Parvg
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pbxip1
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdh1
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdh10
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdh11x
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdh12
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdh15
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdh17
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdh18
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdh19
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdh20
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdh7
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdh8
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdh9
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdha1
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdha10
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdha11
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdha12
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdha2
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdha3
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdha4
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdha5
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdha6
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdha7
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdha8
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdha9
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdhac1
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdhac2
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdhb1
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdhb10
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdhb11
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdhb12
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdhb13
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdhb14
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdhb15
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdhb16
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdhb17
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdhb18
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdhb19
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdhb2
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdhb20
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdhb21
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdhb22
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdhb3
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdhb4
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdhb5
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdhb6
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdhb7
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdhb8
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdhb9
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdhga1
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdhga10
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdhga11
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdhga12
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdhga2
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdhga3
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdhga4
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdhga5
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdhga6
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdhga7
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdhga8
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdhga9
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdhgb1
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdhgb2
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdhgb4
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdhgb5
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdhgb6
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdhgb7
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdhgc3
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdhgc4
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pcdhgc5
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pdpn
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pecam1
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pgm5
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pkn2
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Plcb1
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Plpp3
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pmp22
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Podxl
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Postn
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Prkca
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Prkd2
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Prkx
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Prph2
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pstpip1
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Ptk2b
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Ptk7
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Ptprk
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Pxdn
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Rac1
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Reln
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Rgmb
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Rhoa
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Rhob
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Ripor2
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Rom1
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Rpsa
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Rs1
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,S100b
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Samt1b
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Samt1d
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Samt2
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Samt2b
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Samt3
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Samt4
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Scarf1
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Sdc3
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Siglec1
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Siglece
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Siglecf
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Siglecg
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Siglech
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Siglecl2
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Slamf1
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Slc23a2
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Spaca4
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Spaca7
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Spam1
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Specc1l
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Spg7
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Spon1
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Spon2
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Spp1
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Src
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Sspo
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Ssx2ip
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Stab1
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Stab2
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Sulf1
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Sympk
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Tcam1
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Tgfbi
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Thbs2
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Thbs3
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Tinag
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Tln1
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Tln2
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Tm9sf4
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Tmem8b
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Tnc
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Tnfaip6
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Tnfrsf12a
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Tor1a
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Trip6
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Troap
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Vcam1
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Vcan
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Vcl
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Vwf
B,Cell adhesion,Adhesion,GO:0007155,direct GO,0.58,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Zan
C,Synaptic transmission,Neurotransmission,GO:0007268,direct GO,0.59,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Agrn
C,Synaptic transmission,Neurotransmission,GO:0007268,direct GO,0.59,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Apba1
C,Synaptic transmission,Neurotransmission,GO:0007268,direct GO,0.59,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Apba2
C,Synaptic transmission,Neurotransmission,GO:0007268,direct GO,0.59,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Apba3
C,Synaptic transmission,Neurotransmission,GO:0007268,direct GO,0.59,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Cacna1a
C,Synaptic transmission,Neurotransmission,GO:0007268,direct GO,0.59,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Cacna1b
C,Synaptic transmission,Neurotransmission,GO:0007268,direct GO,0.59,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Cacna1c
C,Synaptic transmission,Neurotransmission,GO:0007268,direct GO,0.59,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Cacna1e
C,Synaptic transmission,Neurotransmission,GO:0007268,direct GO,0.59,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Cacna1g
C,Synaptic transmission,Neurotransmission,GO:0007268,direct GO,0.59,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Cacnb1
C,Synaptic transmission,Neurotransmission,GO:0007268,direct GO,0.59,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Cacnb2
C,Synaptic transmission,Neurotransmission,GO:0007268,direct GO,0.59,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Cacnb3
C,Synaptic transmission,Neurotransmission,GO:0007268,direct GO,0.59,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Cacnb4
C,Synaptic transmission,Neurotransmission,GO:0007268,direct GO,0.59,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Cartpt
C,Synaptic transmission,Neurotransmission,GO:0007268,direct GO,0.59,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Cav2
C,Synaptic transmission,Neurotransmission,GO:0007268,direct GO,0.59,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Cdh8
C,Synaptic transmission,Neurotransmission,GO:0007268,direct GO,0.59,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Cep89
C,Synaptic transmission,Neurotransmission,GO:0007268,direct GO,0.59,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Chat
C,Synaptic transmission,Neurotransmission,GO:0007268,direct GO,0.59,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Chrm1
C,Synaptic transmission,Neurotransmission,GO:0007268,direct GO,0.59,org.Mm.eg.db 3.20.0; GOEGSOURCEDATE 2024-Sep20,Chrm2
